Date,Category,IncidntNum
03/01/2006 12:00:00 AM,VANDALISM,621
03/01/2009 12:00:00 AM,BURGLARY,499
12/01/2007 12:00:00 AM,VEHICLE THEFT,493
11/01/2010 12:00:00 AM,ARSON,17
10/01/2010 12:00:00 AM,VANDALISM,680
09/01/2007 12:00:00 AM,LARCENY/THEFT,2391
06/01/2005 12:00:00 AM,BURGLARY,586
03/01/2010 12:00:00 AM,STOLEN PROPERTY,56
10/01/2015 12:00:00 AM,LARCENY/THEFT,3268
11/01/2008 12:00:00 AM,STOLEN PROPERTY,46
09/01/2010 12:00:00 AM,ARSON,19
02/01/2005 12:00:00 AM,BURGLARY,547
05/01/2010 12:00:00 AM,VANDALISM,719
02/01/2008 12:00:00 AM,BURGLARY,382
07/01/2014 12:00:00 AM,VANDALISM,616
11/01/2012 12:00:00 AM,STOLEN PROPERTY,93
08/01/2009 12:00:00 AM,VEHICLE THEFT,489
02/01/2006 12:00:00 AM,STOLEN PROPERTY,46
07/01/2005 12:00:00 AM,VEHICLE THEFT,1429
06/01/2015 12:00:00 AM,LARCENY/THEFT,3758
07/01/2011 12:00:00 AM,LARCENY/THEFT,2098
03/01/2007 12:00:00 AM,VANDALISM,682
09/01/2005 12:00:00 AM,STOLEN PROPERTY,36
03/01/2015 12:00:00 AM,VANDALISM,678
07/01/2008 12:00:00 AM,VEHICLE THEFT,460
06/01/2011 12:00:00 AM,VANDALISM,571
02/01/2010 12:00:00 AM,STOLEN PROPERTY,51
10/01/2007 12:00:00 AM,VANDALISM,690
03/01/2012 12:00:00 AM,ARSON,12
04/01/2013 12:00:00 AM,VANDALISM,610
08/01/2008 12:00:00 AM,STOLEN PROPERTY,52
03/01/2014 12:00:00 AM,BURGLARY,563
04/01/2015 12:00:00 AM,LARCENY/THEFT,3482
01/01/2005 12:00:00 AM,BURGLARY,698
03/01/2005 12:00:00 AM,VEHICLE THEFT,1476
08/01/2007 12:00:00 AM,VANDALISM,604
01/01/2013 12:00:00 AM,VANDALISM,566
07/01/2015 12:00:00 AM,VEHICLE THEFT,633
03/01/2013 12:00:00 AM,STOLEN PROPERTY,88
09/01/2012 12:00:00 AM,LARCENY/THEFT,2978
03/01/2008 12:00:00 AM,LARCENY/THEFT,2222
05/01/2007 12:00:00 AM,ARSON,29
11/01/2006 12:00:00 AM,LARCENY/THEFT,2110
09/01/2008 12:00:00 AM,LARCENY/THEFT,2224
10/01/2005 12:00:00 AM,STOLEN PROPERTY,49
11/01/2007 12:00:00 AM,VEHICLE THEFT,544
08/01/2014 12:00:00 AM,ARSON,20
12/01/2015 12:00:00 AM,BURGLARY,524
10/01/2008 12:00:00 AM,VANDALISM,711
11/01/2011 12:00:00 AM,BURGLARY,475
07/01/2011 12:00:00 AM,VEHICLE THEFT,274
04/01/2005 12:00:00 AM,STOLEN PROPERTY,41
12/01/2012 12:00:00 AM,VANDALISM,598
07/01/2008 12:00:00 AM,LARCENY/THEFT,2196
04/01/2014 12:00:00 AM,BURGLARY,485
09/01/2009 12:00:00 AM,BURGLARY,415
10/01/2009 12:00:00 AM,ARSON,14
07/01/2010 12:00:00 AM,ARSON,18
12/01/2014 12:00:00 AM,VANDALISM,622
03/01/2005 12:00:00 AM,LARCENY/THEFT,2035
08/01/2010 12:00:00 AM,STOLEN PROPERTY,66
04/01/2015 12:00:00 AM,VEHICLE THEFT,728
06/01/2012 12:00:00 AM,ARSON,21
09/01/2012 12:00:00 AM,VEHICLE THEFT,548
03/01/2008 12:00:00 AM,VEHICLE THEFT,527
05/01/2005 12:00:00 AM,BURGLARY,622
04/01/2011 12:00:00 AM,BURGLARY,377
11/01/2006 12:00:00 AM,VEHICLE THEFT,604
09/01/2008 12:00:00 AM,VEHICLE THEFT,579
11/01/2007 12:00:00 AM,LARCENY/THEFT,2029
02/01/2007 12:00:00 AM,STOLEN PROPERTY,33
07/01/2015 12:00:00 AM,LARCENY/THEFT,3879
08/01/2011 12:00:00 AM,ARSON,17
01/01/2012 12:00:00 AM,BURGLARY,471
01/01/2011 12:00:00 AM,VANDALISM,663
12/01/2010 12:00:00 AM,VEHICLE THEFT,373
11/01/2015 12:00:00 AM,STOLEN PROPERTY,65
05/01/2012 12:00:00 AM,VEHICLE THEFT,455
06/01/2008 12:00:00 AM,VANDALISM,567
07/01/2013 12:00:00 AM,ARSON,25
08/01/2013 12:00:00 AM,STOLEN PROPERTY,129
06/01/2006 12:00:00 AM,VANDALISM,602
10/01/2013 12:00:00 AM,VANDALISM,587
09/01/2006 12:00:00 AM,ARSON,27
09/01/2007 12:00:00 AM,VEHICLE THEFT,692
10/01/2015 12:00:00 AM,VEHICLE THEFT,710
01/01/2009 12:00:00 AM,ARSON,20
12/01/2013 12:00:00 AM,STOLEN PROPERTY,103
01/01/2015 12:00:00 AM,VANDALISM,616
12/01/2007 12:00:00 AM,LARCENY/THEFT,2033
05/01/2006 12:00:00 AM,VANDALISM,678
08/01/2009 12:00:00 AM,LARCENY/THEFT,2509
07/01/2005 12:00:00 AM,LARCENY/THEFT,2307
06/01/2015 12:00:00 AM,VEHICLE THEFT,717
05/01/2011 12:00:00 AM,BURGLARY,406
12/01/2005 12:00:00 AM,VANDALISM,558
06/01/2010 12:00:00 AM,LARCENY/THEFT,1961
06/01/2014 12:00:00 AM,LARCENY/THEFT,2742
08/01/2015 12:00:00 AM,VEHICLE THEFT,630
11/01/2011 12:00:00 AM,STOLEN PROPERTY,76
05/01/2015 12:00:00 AM,LARCENY/THEFT,3846
04/01/2005 12:00:00 AM,BURGLARY,551
07/01/2009 12:00:00 AM,LARCENY/THEFT,2327
12/01/2015 12:00:00 AM,STOLEN PROPERTY,71
02/01/2014 12:00:00 AM,VANDALISM,546
02/01/2012 12:00:00 AM,ARSON,16
02/01/2007 12:00:00 AM,BURGLARY,382
11/01/2013 12:00:00 AM,LARCENY/THEFT,3030
05/01/2008 12:00:00 AM,VEHICLE THEFT,510
07/01/2012 12:00:00 AM,VANDALISM,675
05/01/2005 12:00:00 AM,STOLEN PROPERTY,56
08/01/2012 12:00:00 AM,VEHICLE THEFT,573
04/01/2011 12:00:00 AM,STOLEN PROPERTY,55
08/01/2005 12:00:00 AM,LARCENY/THEFT,2406
08/01/2010 12:00:00 AM,BURGLARY,403
09/01/2011 12:00:00 AM,LARCENY/THEFT,2077
06/01/2013 12:00:00 AM,LARCENY/THEFT,2711
12/01/2009 12:00:00 AM,LARCENY/THEFT,2166
10/01/2011 12:00:00 AM,VANDALISM,595
04/01/2014 12:00:00 AM,STOLEN PROPERTY,92
09/01/2009 12:00:00 AM,STOLEN PROPERTY,61
08/01/2006 12:00:00 AM,VEHICLE THEFT,687
08/01/2013 12:00:00 AM,BURGLARY,534
09/01/2013 12:00:00 AM,ARSON,19
11/01/2015 12:00:00 AM,BURGLARY,457
01/01/2012 12:00:00 AM,STOLEN PROPERTY,75
04/01/2006 12:00:00 AM,LARCENY/THEFT,2397
06/01/2007 12:00:00 AM,VANDALISM,644
05/01/2011 12:00:00 AM,STOLEN PROPERTY,66
11/01/2009 12:00:00 AM,LARCENY/THEFT,2151
12/01/2013 12:00:00 AM,BURGLARY,519
01/01/2008 12:00:00 AM,LARCENY/THEFT,2162
12/01/2011 12:00:00 AM,LARCENY/THEFT,2428
01/01/2007 12:00:00 AM,VEHICLE THEFT,523
02/01/2011 12:00:00 AM,STOLEN PROPERTY,62
04/01/2010 12:00:00 AM,ARSON,16
04/01/2008 12:00:00 AM,BURGLARY,440
05/01/2013 12:00:00 AM,VANDALISM,515
04/01/2006 12:00:00 AM,VEHICLE THEFT,572
09/01/2015 12:00:00 AM,STOLEN PROPERTY,90
05/01/2009 12:00:00 AM,ARSON,17
11/01/2014 12:00:00 AM,VANDALISM,611
04/01/2007 12:00:00 AM,BURGLARY,476
07/01/2007 12:00:00 AM,BURGLARY,509
11/01/2005 12:00:00 AM,ARSON,19
11/01/2012 12:00:00 AM,BURGLARY,584
10/01/2006 12:00:00 AM,VANDALISM,664
12/01/2006 12:00:00 AM,ARSON,14
02/01/2006 12:00:00 AM,BURGLARY,515
10/01/2014 12:00:00 AM,VANDALISM,635
02/01/2008 12:00:00 AM,STOLEN PROPERTY,35
11/01/2009 12:00:00 AM,VEHICLE THEFT,436
03/01/2011 12:00:00 AM,VANDALISM,684
03/01/2010 12:00:00 AM,BURGLARY,404
06/01/2005 12:00:00 AM,STOLEN PROPERTY,40
12/01/2011 12:00:00 AM,VEHICLE THEFT,500
04/01/2009 12:00:00 AM,ARSON,18
01/01/2007 12:00:00 AM,LARCENY/THEFT,1979
02/01/2005 12:00:00 AM,STOLEN PROPERTY,40
11/01/2008 12:00:00 AM,BURGLARY,523
06/01/2009 12:00:00 AM,BURGLARY,432
03/01/2009 12:00:00 AM,STOLEN PROPERTY,63
01/01/2008 12:00:00 AM,VEHICLE THEFT,519
02/01/2010 12:00:00 AM,BURGLARY,374
06/01/2014 12:00:00 AM,VEHICLE THEFT,683
12/01/2008 12:00:00 AM,ARSON,17
10/01/2012 12:00:00 AM,ARSON,18
08/01/2015 12:00:00 AM,LARCENY/THEFT,3702
06/01/2010 12:00:00 AM,VEHICLE THEFT,366
01/01/2010 12:00:00 AM,VANDALISM,702
09/01/2005 12:00:00 AM,BURGLARY,531
02/01/2015 12:00:00 AM,ARSON,31
07/01/2009 12:00:00 AM,VEHICLE THEFT,438
04/01/2012 12:00:00 AM,VANDALISM,659
05/01/2014 12:00:00 AM,ARSON,15
05/01/2015 12:00:00 AM,VEHICLE THEFT,825
01/01/2006 12:00:00 AM,VANDALISM,601
08/01/2012 12:00:00 AM,LARCENY/THEFT,2849
03/01/2013 12:00:00 AM,BURGLARY,519
08/01/2005 12:00:00 AM,VEHICLE THEFT,1412
10/01/2005 12:00:00 AM,BURGLARY,526
11/01/2013 12:00:00 AM,VEHICLE THEFT,453
05/01/2008 12:00:00 AM,LARCENY/THEFT,2169
01/01/2005 12:00:00 AM,STOLEN PROPERTY,56
08/01/2006 12:00:00 AM,LARCENY/THEFT,2408
09/01/2014 12:00:00 AM,VANDALISM,604
09/01/2011 12:00:00 AM,VEHICLE THEFT,454
02/01/2009 12:00:00 AM,ARSON,17
08/01/2008 12:00:00 AM,BURGLARY,473
03/01/2014 12:00:00 AM,STOLEN PROPERTY,98
06/01/2013 12:00:00 AM,VEHICLE THEFT,515
12/01/2009 12:00:00 AM,VEHICLE THEFT,374
01/01/2005 12:00:00 AM,VEHICLE THEFT,1685
04/01/2014 12:00:00 AM,LARCENY/THEFT,3022
06/01/2007 12:00:00 AM,ARSON,21
09/01/2009 12:00:00 AM,LARCENY/THEFT,2310
03/01/2005 12:00:00 AM,BURGLARY,654
03/01/2014 12:00:00 AM,VEHICLE THEFT,528
09/01/2011 12:00:00 AM,STOLEN PROPERTY,67
12/01/2009 12:00:00 AM,STOLEN PROPERTY,60
06/01/2013 12:00:00 AM,STOLEN PROPERTY,89
08/01/2005 12:00:00 AM,STOLEN PROPERTY,43
05/01/2005 12:00:00 AM,LARCENY/THEFT,2181
04/01/2011 12:00:00 AM,LARCENY/THEFT,2037
11/01/2007 12:00:00 AM,BURGLARY,482
11/01/2013 12:00:00 AM,STOLEN PROPERTY,89
09/01/2013 12:00:00 AM,VANDALISM,630
07/01/2015 12:00:00 AM,BURGLARY,490
07/01/2009 12:00:00 AM,STOLEN PROPERTY,56
12/01/2015 12:00:00 AM,LARCENY/THEFT,2939
11/01/2011 12:00:00 AM,LARCENY/THEFT,2238
05/01/2015 12:00:00 AM,STOLEN PROPERTY,68
06/01/2014 12:00:00 AM,STOLEN PROPERTY,77
07/01/2008 12:00:00 AM,BURGLARY,500
06/01/2010 12:00:00 AM,STOLEN PROPERTY,56
12/01/2011 12:00:00 AM,STOLEN PROPERTY,63
06/01/2005 12:00:00 AM,VEHICLE THEFT,1394
02/01/2005 12:00:00 AM,VEHICLE THEFT,1366
01/01/2008 12:00:00 AM,STOLEN PROPERTY,32
03/01/2009 12:00:00 AM,VEHICLE THEFT,459
12/01/2007 12:00:00 AM,BURGLARY,489
08/01/2009 12:00:00 AM,BURGLARY,453
07/01/2005 12:00:00 AM,BURGLARY,691
05/01/2011 12:00:00 AM,LARCENY/THEFT,2214
02/01/2008 12:00:00 AM,VEHICLE THEFT,475
11/01/2009 12:00:00 AM,STOLEN PROPERTY,57
04/01/2006 12:00:00 AM,STOLEN PROPERTY,67
09/01/2015 12:00:00 AM,VEHICLE THEFT,628
01/01/2012 12:00:00 AM,LARCENY/THEFT,2201
10/01/2011 12:00:00 AM,ARSON,14
02/01/2011 12:00:00 AM,VEHICLE THEFT,312
07/01/2012 12:00:00 AM,ARSON,25
02/01/2014 12:00:00 AM,ARSON,22
02/01/2012 12:00:00 AM,VANDALISM,604
01/01/2006 12:00:00 AM,ARSON,24
05/01/2014 12:00:00 AM,VANDALISM,592
03/01/2009 12:00:00 AM,LARCENY/THEFT,2198
04/01/2012 12:00:00 AM,ARSON,18
06/01/2005 12:00:00 AM,LARCENY/THEFT,2253
09/01/2007 12:00:00 AM,BURGLARY,385
02/01/2015 12:00:00 AM,VANDALISM,513
10/01/2015 12:00:00 AM,BURGLARY,458
01/01/2007 12:00:00 AM,STOLEN PROPERTY,46
02/01/2005 12:00:00 AM,LARCENY/THEFT,1734
01/01/2010 12:00:00 AM,ARSON,19
05/01/2011 12:00:00 AM,VEHICLE THEFT,375
02/01/2008 12:00:00 AM,LARCENY/THEFT,1888
12/01/2008 12:00:00 AM,VANDALISM,560
10/01/2012 12:00:00 AM,VANDALISM,807
06/01/2015 12:00:00 AM,BURGLARY,498
12/01/2010 12:00:00 AM,BURGLARY,387
02/01/2009 12:00:00 AM,VANDALISM,481
05/01/2012 12:00:00 AM,BURGLARY,523
09/01/2014 12:00:00 AM,ARSON,14
09/01/2015 12:00:00 AM,LARCENY/THEFT,3430
01/01/2012 12:00:00 AM,VEHICLE THEFT,428
02/01/2011 12:00:00 AM,LARCENY/THEFT,1924
03/01/2014 12:00:00 AM,LARCENY/THEFT,3021
11/01/2005 12:00:00 AM,VANDALISM,581
04/01/2015 12:00:00 AM,BURGLARY,490
01/01/2005 12:00:00 AM,LARCENY/THEFT,2038
04/01/2014 12:00:00 AM,VEHICLE THEFT,650
11/01/2014 12:00:00 AM,ARSON,28
09/01/2009 12:00:00 AM,VEHICLE THEFT,433
08/01/2006 12:00:00 AM,STOLEN PROPERTY,47
05/01/2009 12:00:00 AM,VANDALISM,554
05/01/2008 12:00:00 AM,STOLEN PROPERTY,41
05/01/2013 12:00:00 AM,ARSON,19
09/01/2012 12:00:00 AM,BURGLARY,482
03/01/2008 12:00:00 AM,BURGLARY,470
05/01/2005 12:00:00 AM,VEHICLE THEFT,1590
04/01/2011 12:00:00 AM,VEHICLE THEFT,359
08/01/2012 12:00:00 AM,STOLEN PROPERTY,83
11/01/2006 12:00:00 AM,BURGLARY,585
04/01/2010 12:00:00 AM,VANDALISM,687
09/01/2008 12:00:00 AM,BURGLARY,542
11/01/2011 12:00:00 AM,VEHICLE THEFT,451
07/01/2011 12:00:00 AM,BURGLARY,378
04/01/2009 12:00:00 AM,VANDALISM,660
12/01/2015 12:00:00 AM,VEHICLE THEFT,649
03/01/2011 12:00:00 AM,ARSON,11
10/01/2014 12:00:00 AM,ARSON,24
12/01/2006 12:00:00 AM,VANDALISM,600
08/01/2015 12:00:00 AM,STOLEN PROPERTY,84
10/01/2006 12:00:00 AM,ARSON,27
10/01/2007 12:00:00 AM,ARSON,18
03/01/2012 12:00:00 AM,VANDALISM,642
11/01/2012 12:00:00 AM,LARCENY/THEFT,2866
06/01/2015 12:00:00 AM,STOLEN PROPERTY,75
02/01/2006 12:00:00 AM,LARCENY/THEFT,2077
06/01/2011 12:00:00 AM,ARSON,13
03/01/2015 12:00:00 AM,ARSON,21
09/01/2007 12:00:00 AM,STOLEN PROPERTY,54
03/01/2010 12:00:00 AM,LARCENY/THEFT,1915
01/01/2007 12:00:00 AM,BURGLARY,501
10/01/2015 12:00:00 AM,STOLEN PROPERTY,84
11/01/2008 12:00:00 AM,LARCENY/THEFT,2078
12/01/2013 12:00:00 AM,VEHICLE THEFT,537
06/01/2009 12:00:00 AM,LARCENY/THEFT,1862
03/01/2007 12:00:00 AM,ARSON,17
08/01/2014 12:00:00 AM,VANDALISM,632
05/01/2007 12:00:00 AM,VANDALISM,643
08/01/2013 12:00:00 AM,VEHICLE THEFT,584
01/01/2013 12:00:00 AM,ARSON,37
04/01/2008 12:00:00 AM,LARCENY/THEFT,2334
08/01/2007 12:00:00 AM,ARSON,16
04/01/2007 12:00:00 AM,LARCENY/THEFT,2018
11/01/2015 12:00:00 AM,VEHICLE THEFT,639
12/01/2010 12:00:00 AM,STOLEN PROPERTY,55
07/01/2007 12:00:00 AM,LARCENY/THEFT,2536
05/01/2012 12:00:00 AM,STOLEN PROPERTY,94
04/01/2013 12:00:00 AM,ARSON,11
03/01/2008 12:00:00 AM,STOLEN PROPERTY,38
08/01/2012 12:00:00 AM,BURGLARY,547
09/01/2012 12:00:00 AM,STOLEN PROPERTY,88
03/01/2013 12:00:00 AM,LARCENY/THEFT,2872
09/01/2008 12:00:00 AM,STOLEN PROPERTY,58
10/01/2005 12:00:00 AM,LARCENY/THEFT,2169
11/01/2006 12:00:00 AM,STOLEN PROPERTY,33
02/01/2007 12:00:00 AM,VEHICLE THEFT,466
05/01/2008 12:00:00 AM,BURGLARY,458
01/01/2014 12:00:00 AM,ARSON,32
07/01/2006 12:00:00 AM,VANDALISM,660
08/01/2006 12:00:00 AM,BURGLARY,658
04/01/2015 12:00:00 AM,STOLEN PROPERTY,77
08/01/2010 12:00:00 AM,VEHICLE THEFT,381
08/01/2008 12:00:00 AM,LARCENY/THEFT,2177
02/01/2010 12:00:00 AM,LARCENY/THEFT,1693
08/01/2015 12:00:00 AM,BURGLARY,490
07/01/2014 12:00:00 AM,ARSON,20
05/01/2010 12:00:00 AM,ARSON,21
09/01/2010 12:00:00 AM,VANDALISM,685
09/01/2005 12:00:00 AM,LARCENY/THEFT,2197
10/01/2010 12:00:00 AM,ARSON,21
11/01/2010 12:00:00 AM,VANDALISM,635
07/01/2011 12:00:00 AM,STOLEN PROPERTY,47
03/01/2006 12:00:00 AM,ARSON,16
02/01/2013 12:00:00 AM,VANDALISM,526
04/01/2005 12:00:00 AM,VEHICLE THEFT,1594
02/01/2007 12:00:00 AM,LARCENY/THEFT,1643
11/01/2013 12:00:00 AM,BURGLARY,517
10/01/2013 12:00:00 AM,ARSON,21
06/01/2006 12:00:00 AM,ARSON,14
07/01/2015 12:00:00 AM,STOLEN PROPERTY,87
03/01/2013 12:00:00 AM,VEHICLE THEFT,455
08/01/2005 12:00:00 AM,BURGLARY,595
06/01/2008 12:00:00 AM,ARSON,20
11/01/2007 12:00:00 AM,STOLEN PROPERTY,41
10/01/2005 12:00:00 AM,VEHICLE THEFT,1774
07/01/2013 12:00:00 AM,VANDALISM,598
08/01/2010 12:00:00 AM,LARCENY/THEFT,2289
09/01/2011 12:00:00 AM,BURGLARY,467
08/01/2008 12:00:00 AM,VEHICLE THEFT,510
06/01/2013 12:00:00 AM,BURGLARY,484
12/01/2009 12:00:00 AM,BURGLARY,476
01/01/2011 12:00:00 AM,ARSON,25
03/01/2005 12:00:00 AM,STOLEN PROPERTY,46
08/01/2011 12:00:00 AM,VANDALISM,562
12/01/2005 12:00:00 AM,ARSON,17
06/01/2010 12:00:00 AM,BURGLARY,457
07/01/2008 12:00:00 AM,STOLEN PROPERTY,40
02/01/2010 12:00:00 AM,VEHICLE THEFT,363
06/01/2014 12:00:00 AM,BURGLARY,442
05/01/2006 12:00:00 AM,ARSON,27
01/01/2015 12:00:00 AM,ARSON,41
05/01/2015 12:00:00 AM,BURGLARY,568
04/01/2005 12:00:00 AM,LARCENY/THEFT,1920
01/01/2009 12:00:00 AM,VANDALISM,556
09/01/2005 12:00:00 AM,VEHICLE THEFT,1430
07/01/2009 12:00:00 AM,BURGLARY,475
09/01/2006 12:00:00 AM,VANDALISM,672
11/01/2009 12:00:00 AM,BURGLARY,437
12/01/2012 12:00:00 AM,ARSON,21
08/01/2009 12:00:00 AM,STOLEN PROPERTY,55
11/01/2012 12:00:00 AM,VEHICLE THEFT,580
07/01/2005 12:00:00 AM,STOLEN PROPERTY,50
02/01/2006 12:00:00 AM,VEHICLE THEFT,572
12/01/2013 12:00:00 AM,LARCENY/THEFT,2806
06/01/2009 12:00:00 AM,VEHICLE THEFT,393
12/01/2007 12:00:00 AM,STOLEN PROPERTY,38
10/01/2008 12:00:00 AM,ARSON,18
01/01/2008 12:00:00 AM,BURGLARY,434
03/01/2010 12:00:00 AM,VEHICLE THEFT,352
12/01/2011 12:00:00 AM,BURGLARY,476
11/01/2008 12:00:00 AM,VEHICLE THEFT,444
08/01/2013 12:00:00 AM,LARCENY/THEFT,3478
04/01/2008 12:00:00 AM,VEHICLE THEFT,538
06/01/2012 12:00:00 AM,VANDALISM,614
11/01/2015 12:00:00 AM,LARCENY/THEFT,2945
07/01/2007 12:00:00 AM,VEHICLE THEFT,633
04/01/2006 12:00:00 AM,BURGLARY,616
10/01/2009 12:00:00 AM,VANDALISM,750
12/01/2014 12:00:00 AM,ARSON,22
07/01/2010 12:00:00 AM,VANDALISM,650
04/01/2007 12:00:00 AM,VEHICLE THEFT,408
